full_name,selling_price,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_power,seats,age
Hyundai Creta 1.6 VTVT S,8.75,Dealer,8500,First Owner,Petrol,Manual,15.29,1591.0,121.3,5.0,6
Mercedes-Benz E-Class E250 CDI Blue Efficiency,8.75,Dealer,70599,First Owner,Diesel,Automatic,14.21,2143.0,203.0,5.0,12
Honda City i-VTEC V,8.75,Dealer,29006,First Owner,Petrol,Manual,17.4,1497.0,117.6,5.0,4
Hyundai Creta 1.6 CRDi SX Plus,8.75,Dealer,48000,First Owner,Diesel,Manual,19.67,1582.0,126.2,5.0,7
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,8.75,Dealer,45260,First Owner,Diesel,Manual,25.1,1248.0,88.5,5.0,4
Hyundai Creta 1.6 VTVT SX Plus Dual Tone,8.75,Dealer,64000,First Owner,Petrol,Manual,15.29,1591.0,121.3,5.0,7
Hyundai Creta 1.4 CRDi S,8.75,Individual,70000,First Owner,Diesel,Manual,21.38,1396.0,88.7,5.0,4
Mahindra XUV500 W6 2WD,8.75,Dealer,55000,First Owner,Diesel,Manual,16.0,2179.0,140.0,7.0,7
Tata Nexon 1.2 Revotron XZA Plus,8.75,Dealer,25000,First Owner,Petrol,Automatic,17.0,1198.0,108.5,5.0,4
BMW 3 Series 320d Highline,8.75,Dealer,24000,First Owner,Diesel,Automatic,16.07,1995.0,181.0,5.0,11
Hyundai Creta 1.6 CRDi SX Plus,8.75,Dealer,54000,First Owner,Diesel,Manual,19.67,1582.0,126.2,5.0,6
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,8.75,Dealer,14217,First Owner,Diesel,Manual,25.1,1248.0,88.5,5.0,4
Toyota Innova Crysta 2.5 VX BSIV,8.75,Dealer,140000,First Owner,Diesel,Manual,12.8,2494.0,102.0,7.0,7
Ford Ecosport 2015-2021 1.5 Petrol Titanium,8.75,Dealer,16000,First Owner,Petrol,Manual,15.9,1496.0,120.69,5.0,4
Honda City i DTec SV,8.75,Individual,23000,First Owner,Diesel,Manual,26.0,1498.0,98.6,5.0,5
Ford Ecosport 2015-2021 1.5 TDCi Titanium Plus BE BSIV,8.75,Dealer,82706,First Owner,Diesel,Manual,22.77,1498.0,98.59,5.0,6
Honda BRV i-VTEC VX MT,8.75,Dealer,47000,First Owner,Petrol,Manual,15.4,1497.0,117.3,7.0,6
Maruti Ertiga VXI CNG,8.75,Dealer,11128,First Owner,CNG,Manual,17.5,1373.0,80.46,7.0,4
Mitsubishi Outlander 2.4,8.75,Dealer,78000,First Owner,Petrol,Automatic,11.3,2360.0,170.0,5.0,9
Maruti Vitara Brezza ZDi,8.75,Dealer,27000,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,5
Maruti Vitara Brezza ZDi Plus AMT,8.75,Dealer,93550,First Owner,Diesel,Automatic,24.3,1248.0,88.5,5.0,4
Hyundai i20 1.4 Asta,8.75,Dealer,13000,First Owner,Diesel,Manual,22.54,1396.0,88.73,5.0,4
Maruti Swift Dzire ZDI Plus,8.75,Dealer,27000,First Owner,Diesel,Manual,28.4,1248.0,74.02,5.0,5
Maruti Vitara Brezza VDi,8.75,Dealer,26000,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,3
Hyundai i20 1.2 Asta Option,8.75,Dealer,5436,First Owner,Petrol,Manual,18.6,1197.0,81.83,5.0,4
Mahindra Scorpio S4 Plus 4WD,8.75,Dealer,35000,First Owner,Diesel,Manual,15.4,2179.0,120.0,7.0,7
Honda City i VTEC VX,8.75,Individual,15000,First Owner,Petrol,Manual,17.4,1497.0,117.3,5.0,7
Maruti Swift AMT ZDI,8.75,Dealer,30000,First Owner,Diesel,Automatic,28.4,1248.0,74.0,5.0,3
Hyundai Verna 1.6 VTVT SX Option,8.75,Dealer,20000,First Owner,Petrol,Manual,17.01,1591.0,121.3,5.0,5
Honda BRV i-VTEC V MT,8.75,Trustmark Dealer,24783,First Owner,Petrol,Manual,15.4,1497.0,117.3,7.0,5
Ford Endeavour 2.5L 4X2 MT,8.75,Dealer,98000,First Owner,Diesel,Manual,13.1,2499.0,141.0,7.0,10
Maruti Baleno Zeta CVT,8.75,Dealer,2441,First Owner,Petrol,Automatic,19.56,1197.0,81.8,5.0,2
Maruti Ciaz Alpha Automatic BSIV,8.75,Dealer,20360,First Owner,Petrol,Automatic,20.28,1462.0,103.25,5.0,4
Hyundai Creta 1.4 CRDi Base,8.75,Dealer,51000,First Owner,Diesel,Manual,21.38,1396.0,88.7,5.0,7
Maruti Ciaz Delta BSIV,8.75,Trustmark Dealer,6003,First Owner,Petrol,Manual,21.56,1462.0,103.25,5.0,2
Ford Ecosport 2015-2021 1.5 TDCi Titanium BSIV,8.75,Dealer,13050,First Owner,Diesel,Manual,22.77,1498.0,98.59,5.0,3
Hyundai i20 Asta Option Diesel,8.75,Dealer,38000,First Owner,Diesel,Manual,22.54,1396.0,88.76,5.0,4
Maruti Ciaz ZDi Plus SHVS,8.75,Dealer,45185,First Owner,Diesel,Manual,28.09,1248.0,88.5,5.0,5
Maruti Vitara Brezza VDi,8.75,Trustmark Dealer,12509,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,3
Hyundai Creta 1.6 CRDi SX Option,8.75,Individual,56000,First Owner,Diesel,Manual,19.67,1582.0,126.2,5.0,6
Mahindra XUV500 2011-2015 W8 FWD,8.75,Individual,80000,First Owner,Diesel,Manual,15.1,2179.0,140.0,7.0,10
Hyundai Verna 1.6 CRDi S Option,8.75,Dealer,52000,First Owner,Diesel,Manual,23.9,1582.0,126.32,5.0,6
Honda City i VTEC V,8.75,Dealer,27000,First Owner,Petrol,Manual,17.8,1497.0,117.3,5.0,5
Skoda Rapid 1.5 TDI AT Style BSIV,8.75,Dealer,105000,First Owner,Diesel,Automatic,21.72,1498.0,108.6,5.0,5
Tata Nexon 1.2 Revotron XZA Plus DualTone,8.75,Dealer,23962,First Owner,Petrol,Automatic,17.0,1198.0,108.5,5.0,4
Maruti Baleno Alpha CVT,8.75,Dealer,14000,First Owner,Petrol,Automatic,19.56,1197.0,81.8,5.0,3
Maruti Vitara Brezza ZDi,8.75,Dealer,27000,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,6
Honda City i VTEC CVT VX,8.75,Dealer,45904,First Owner,Petrol,Automatic,18.0,1497.0,117.3,5.0,6
Hyundai Elantra CRDi SX AT,8.75,Dealer,59000,First Owner,Diesel,Automatic,22.7,1582.0,126.2,5.0,7
Maruti Ertiga SHVS ZDI,8.75,Individual,30000,First Owner,Diesel,Manual,24.52,1248.0,88.5,7.0,6
Maruti Vitara Brezza ZDi,8.74,Dealer,55000,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,4
Mahindra Thar CRDe,8.7,Individual,25000,First Owner,Diesel,Manual,16.55,2498.0,105.0,6.0,4
Maruti Swift Dzire AMT VDI,8.7,Dealer,25000,First Owner,Diesel,Automatic,28.4,1248.0,74.02,5.0,4
Honda City i-VTEC CVT V,8.7,Individual,70000,First Owner,Petrol,Automatic,18.0,1497.0,117.6,5.0,5
Mahindra TUV 300 T10 AMT,8.7,Dealer,6000,First Owner,Diesel,Automatic,18.49,1493.0,100.0,7.0,4
Mahindra Bolero 2011-2019 Plus AC BSIV PS,8.7,Individual,35000,First Owner,Diesel,Manual,15.96,2523.0,63.0,9.0,3
Mahindra Thar CRDe ABS,8.7,Dealer,20000,First Owner,Diesel,Manual,16.55,2498.0,105.0,6.0,5
Mahindra Xylo H4,8.7,Individual,90000,First Owner,Diesel,Manual,14.02,2179.0,118.3,7.0,3
Hyundai Creta 1.4 CRDi Base,8.7,Individual,66000,First Owner,Diesel,Manual,21.38,1396.0,88.7,5.0,4
Maruti Ciaz Delta 1.5,8.7,Individual,15000,First Owner,Diesel,Manual,26.32,1498.0,93.87,5.0,3
Honda City V MT,8.7,Dealer,25000,First Owner,Petrol,Manual,17.4,1497.0,117.6,5.0,4
Hyundai Creta 1.6 CRDi SX Option,8.7,Individual,40000,First Owner,Diesel,Manual,19.67,1582.0,126.2,5.0,5
Honda City i DTec VX Option,8.7,Dealer,61000,First Owner,Diesel,Manual,26.0,1498.0,98.6,5.0,5
Ford Ecosport 2015-2021 Signature Edition Diesel BSIV,8.7,Individual,40000,First Owner,Diesel,Manual,23.0,1498.0,98.96,5.0,4
Ford Ecosport 2015-2021 1.5 Diesel Titanium,8.7,Dealer,54400,First Owner,Diesel,Manual,21.7,1498.0,98.96,5.0,4
Honda City i VTEC CVT VX,8.7,Dealer,25000,First Owner,Petrol,Automatic,18.0,1497.0,117.3,5.0,6
Toyota Corolla Altis 1.8 G,8.7,Dealer,42000,First Owner,Petrol,Manual,14.28,1798.0,138.03,5.0,8
Hyundai Venue S Turbo,8.7,Dealer,10000,First Owner,Petrol,Manual,18.27,998.0,118.35,5.0,3
Maruti Vitara Brezza VDi AMT,8.7,Dealer,22000,First Owner,Diesel,Automatic,24.3,1248.0,88.5,5.0,3
Ford Ecosport 2015-2021 1.5 Ti VCT MT Titanium BSIV,8.7,Individual,27000,First Owner,Petrol,Manual,15.85,1499.0,110.4,5.0,5
Maruti Vitara Brezza ZDi Plus,8.7,Individual,20000,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,4
Hyundai Creta 1.4 CRDi S,8.7,Individual,50000,First Owner,Diesel,Manual,21.38,1396.0,88.7,5.0,5
Honda City V MT,8.7,Dealer,20000,First Owner,Petrol,Manual,17.8,1498.0,119.35,5.0,4
Maruti Vitara Brezza ZDi Plus Dual Tone,8.7,Individual,47000,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,6
Maruti Swift Dzire ZDI,8.68,Individual,30000,First Owner,Diesel,Manual,28.4,1248.0,74.02,5.0,4
Maruti Ertiga SHVS VDI,8.65,Individual,40000,First Owner,Diesel,Manual,24.52,1248.0,88.5,7.0,5
Maruti SX4 S Cross DDiS 200 Zeta,8.65,Dealer,31000,First Owner,Diesel,Manual,23.65,1248.0,88.5,5.0,5
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,8.65,Dealer,23354,First Owner,Diesel,Manual,25.1,1248.0,88.5,5.0,4
Hyundai Verna 1.6 SX VTVT,8.65,Dealer,28900,First Owner,Petrol,Manual,17.01,1591.0,121.3,5.0,5
Mahindra TUV 300 T10,8.65,Dealer,18000,First Owner,Diesel,Manual,18.49,1493.0,100.0,7.0,5
Honda BRV i-DTEC S MT,8.65,Individual,70000,First Owner,Diesel,Manual,21.9,1498.0,98.6,7.0,6
Ford Ecosport 2015-2021 1.5 TDCi Titanium Plus BSIV,8.65,Dealer,47665,First Owner,Diesel,Manual,22.77,1498.0,98.59,5.0,5
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,8.65,Dealer,47000,First Owner,Diesel,Manual,12.99,2494.0,100.0,7.0,7
Hyundai Creta 1.4 CRDi S,8.65,Dealer,73249,First Owner,Diesel,Manual,21.38,1396.0,88.7,5.0,4
Hyundai Creta 1.6 CRDi SX,8.65,Dealer,30000,First Owner,Diesel,Manual,19.67,1582.0,126.2,5.0,7
Maruti S-Cross 2017-2020 Alpha DDiS 200 SH,8.65,Dealer,28000,First Owner,Diesel,Manual,25.1,1248.0,88.5,5.0,4
Honda WR-V i-VTEC VX,8.65,Individual,30000,First Owner,Petrol,Manual,17.5,1199.0,88.7,5.0,3
Volkswagen Polo GT TSI,8.65,Dealer,18000,First Owner,Petrol,Automatic,17.21,1197.0,103.6,5.0,4
Ford Ecosport 2015-2021 1.5 Petrol Titanium Plus,8.65,Dealer,63000,First Owner,Petrol,Manual,15.9,1496.0,120.69,5.0,5
Ford Ecosport 2015-2021 1.5 Petrol Titanium Plus AT,8.65,Dealer,47935,First Owner,Petrol,Automatic,14.7,1496.0,120.69,5.0,6
Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,8.65,Dealer,21000,First Owner,Diesel,Manual,20.14,1498.0,88.0,5.0,3
Mahindra Scorpio 1.99 S6 Plus,8.64,Individual,155000,First Owner,Diesel,Manual,15.4,1997.0,120.0,7.0,6
Maruti Vitara Brezza ZDi,8.62,Dealer,20272,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,5
Tata Nexon 1.5 Revotorq XZ Plus,8.62,Individual,25000,First Owner,Diesel,Manual,21.5,1497.0,108.5,5.0,3
Hyundai i20 1.4 Asta,8.61,Dealer,16000,First Owner,Diesel,Manual,22.54,1396.0,88.73,5.0,3
Toyota Innova 2.5 VX (Diesel) 7 Seater,8.6,Individual,120000,First Owner,Diesel,Manual,12.99,2494.0,100.0,7.0,10
Honda Amaze V CVT Diesel BSIV,8.6,Dealer,69000,First Owner,Diesel,Automatic,23.8,1498.0,78.9,5.0,4
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,8.6,Individual,20000,First Owner,Diesel,Manual,22.0,1498.0,108.495,5.0,4
Mahindra TUV 300 T10,8.6,Dealer,31809,First Owner,Diesel,Manual,18.49,1493.0,100.0,7.0,4
Hyundai i20 Active SX Diesel,8.6,Dealer,32000,First Owner,Diesel,Manual,21.19,1396.0,88.76,5.0,4
Hyundai Creta 1.6 CRDi SX Option,8.6,Individual,85000,First Owner,Diesel,Manual,19.67,1582.0,126.2,5.0,7
Maruti SX4 S Cross DDiS 320 Zeta,8.6,Dealer,45000,First Owner,Diesel,Manual,22.7,1598.0,118.0,5.0,5
Maruti Vitara Brezza ZDi Plus,8.6,Individual,50000,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,4
Hyundai Creta 1.6 CRDi SX Option,8.6,Dealer,77559,First Owner,Diesel,Manual,19.67,1582.0,126.2,5.0,7
Maruti Ciaz Alpha,8.6,Dealer,42000,First Owner,Petrol,Manual,20.65,1462.0,103.25,5.0,4
Honda Amaze VX i-DTEC,8.6,Dealer,43772,First Owner,Diesel,Manual,25.8,1498.0,98.6,5.0,4
Hyundai Verna CRDi 1.6 EX,8.6,Individual,42700,First Owner,Diesel,Manual,22.0,1582.0,126.2,5.0,4
Hyundai Verna 1.6 CRDi SX,8.6,Dealer,36000,First Owner,Diesel,Manual,23.9,1582.0,126.2,5.0,5
Ford Ecosport 2015-2021 1.5 Petrol Titanium BSIV,8.6,Individual,40000,First Owner,Petrol,Manual,17.0,1497.0,121.31,5.0,4
Hyundai Creta 1.4 CRDi Base,8.6,Dealer,40000,First Owner,Diesel,Manual,21.38,1396.0,88.7,5.0,7
Volkswagen Polo GT TSI,8.6,Dealer,28000,First Owner,Petrol,Automatic,17.21,1197.0,103.6,5.0,5
Honda BRV i-VTEC E MT,8.57,Individual,25000,First Owner,Petrol,Manual,15.4,1497.0,117.3,7.0,4
Audi A6 2.7 TDI,8.57,Individual,105000,First Owner,Diesel,Automatic,12.4,2698.0,179.5,5.0,11
Maruti Ertiga VXI CNG,8.55,Trustmark Dealer,26938,First Owner,CNG,Manual,17.5,1373.0,80.46,7.0,4
Maruti Ertiga VDI,8.55,Dealer,60000,First Owner,Diesel,Manual,25.47,1248.0,88.5,7.0,5
Maruti Ertiga VXI Petrol,8.55,Dealer,36352,First Owner,Petrol,Manual,19.34,1462.0,103.0,7.0,4
Maruti Swift Dzire AMT VDI,8.55,Dealer,20000,First Owner,Diesel,Automatic,28.4,1248.0,74.02,5.0,3
Maruti Vitara Brezza VDi Option,8.55,Dealer,48000,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,4
Maruti Ciaz Delta BSIV,8.55,Dealer,9000,First Owner,Petrol,Manual,21.56,1462.0,103.25,5.0,3
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,8.51,Dealer,54800,First Owner,Diesel,Manual,12.99,2494.0,100.0,7.0,8
Mahindra Scorpio S4 7 Seater,8.51,Dealer,48500,First Owner,Diesel,Manual,15.4,2179.0,120.0,7.0,6
Mercedes-Benz E-Class 280 CDI Elegance,8.51,Dealer,71000,First Owner,Diesel,Automatic,14.21,2143.0,203.0,5.0,13
Mahindra Scorpio S6 7 Seater,8.51,Individual,60000,First Owner,Diesel,Manual,15.4,2179.0,120.0,7.0,8
Mahindra XUV500 W8 4WD,8.51,Dealer,75273,First Owner,Diesel,Manual,16.0,2179.0,140.0,7.0,8
Hyundai Creta 1.6 CRDi SX Option,8.51,Dealer,16000,First Owner,Diesel,Manual,19.67,1582.0,126.2,5.0,6
Toyota Corolla Altis G AT,8.51,Dealer,64000,First Owner,Petrol,Automatic,14.28,1798.0,138.03,5.0,8
Hyundai i20 1.4 Asta Option,8.5,Individual,15000,First Owner,Diesel,Manual,22.54,1396.0,88.73,5.0,4
Mahindra Bolero B6,8.5,Individual,40000,First Owner,Diesel,Manual,21.0,1498.0,74.96,7.0,2
Maruti Swift Dzire AMT ZDI Plus,8.5,Individual,25000,First Owner,Diesel,Automatic,28.4,1248.0,74.02,5.0,5
Mahindra Scorpio 1.99 S4,8.5,Individual,120000,First Owner,Diesel,Manual,15.4,1997.0,120.0,7.0,5
Mahindra Thar CRDe,8.5,Dealer,55000,First Owner,Diesel,Manual,16.55,2498.0,105.0,6.0,5
Skoda Rapid 1.6 MPI AT Style BSIV,8.5,Individual,18000,First Owner,Petrol,Automatic,14.84,1598.0,103.2,5.0,5
Maruti Vitara Brezza ZDi,8.5,Dealer,7980,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,3
Toyota Innova 2.5 G (Diesel) 8 Seater,8.5,Individual,40000,First Owner,Diesel,Manual,12.99,2494.0,100.6,8.0,9
Mahindra Scorpio 1.99 S4,8.5,Individual,35000,First Owner,Diesel,Manual,15.4,1997.0,120.0,7.0,7
Maruti Vitara Brezza ZDi,8.5,Individual,60000,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,4
Hyundai Creta 1.4 CRDi S,8.5,Individual,60000,First Owner,Diesel,Manual,21.38,1396.0,88.7,5.0,5
Tata Safari Storme EX,8.5,Individual,50000,First Owner,Diesel,Manual,14.1,2179.0,147.94,7.0,4
Mahindra Bolero Power Plus SLX,8.5,Individual,35000,First Owner,Diesel,Manual,16.5,1493.0,70.0,7.0,3
Renault Duster 85PS Diesel RxS,8.5,Dealer,32440,First Owner,Diesel,Manual,19.87,1461.0,83.8,5.0,4
Ford Ecosport 2015-2021 1.5 TDCi Titanium BSIV,8.5,Dealer,64000,First Owner,Diesel,Manual,22.77,1498.0,98.59,5.0,3
Honda WR-V i-VTEC VX,8.5,Dealer,26000,First Owner,Petrol,Manual,17.5,1199.0,88.7,5.0,3
Skoda Superb Zeal Elegance 2.0 TDI CR AT,8.5,Dealer,51000,First Owner,Diesel,Automatic,17.2,1968.0,138.08,5.0,8
Toyota Innova 2.5 G (Diesel) 8 Seater,8.5,Individual,120000,First Owner,Diesel,Manual,12.99,2494.0,100.0,8.0,10
Volkswagen Vento 1.5 TDI Highline Plus,8.5,Dealer,64253,First Owner,Diesel,Manual,20.64,1498.0,108.49,5.0,5
Maruti Vitara Brezza VDi Option,8.5,Dealer,54452,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,5
Mahindra Thar CRDe,8.5,Individual,40000,First Owner,Diesel,Manual,16.55,2498.0,105.0,6.0,4
Honda City i DTec V,8.5,Individual,100000,First Owner,Diesel,Manual,26.0,1498.0,98.6,5.0,6
Toyota Innova 2.5 VX 8 STR BSIV,8.5,Dealer,174000,First Owner,Diesel,Manual,12.8,2494.0,102.0,8.0,10
Honda City i-VTEC CVT V,8.5,Dealer,44897,First Owner,Petrol,Automatic,18.0,1497.0,117.6,5.0,5
Maruti Vitara Brezza VDi,8.5,Dealer,77665,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,5
Renault Duster 85PS Diesel RxZ,8.5,Individual,50000,First Owner,Diesel,Manual,19.87,1461.0,83.8,5.0,6
Hyundai i20 Active 1.4 SX,8.5,Individual,25000,First Owner,Diesel,Manual,21.19,1396.0,88.73,5.0,4
BMW 3 Series 320d Corporate Edition,8.5,Dealer,51000,First Owner,Diesel,Automatic,16.07,1995.0,181.0,4.0,11
Maruti Baleno Alpha 1.3,8.5,Dealer,33635,First Owner,Diesel,Manual,27.39,1248.0,74.0,5.0,4
Nissan Kicks XE D BSIV,8.5,Individual,7500,First Owner,Diesel,Manual,20.45,1461.0,108.5,5.0,2
Hyundai Verna 1.6 SX VTVT,8.5,Individual,70000,First Owner,Petrol,Manual,17.01,1591.0,121.3,5.0,5
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,8.5,Individual,70000,First Owner,Diesel,Manual,25.1,1248.0,88.5,5.0,5
Mahindra Scorpio S2 9 Seater,8.5,Dealer,95006,First Owner,Diesel,Manual,15.4,2523.0,75.0,9.0,7
Ford Ecosport 2015-2021 1.5 Petrol Titanium BSIV,8.5,Individual,28015,First Owner,Petrol,Manual,17.0,1497.0,121.31,5.0,4
Volkswagen Vento 1.2 Highline Plus AT 16 Alloy,8.5,Individual,25000,First Owner,Petrol,Automatic,18.19,1197.0,103.5,5.0,5
Mahindra TUV 300 T8,8.5,Dealer,83000,First Owner,Diesel,Manual,18.49,1493.0,100.0,7.0,5
Mahindra Thar CRDe,8.5,Dealer,30000,First Owner,Diesel,Manual,16.55,2498.0,105.0,6.0,4
Maruti Ciaz Zeta BSIV,8.5,Individual,40000,First Owner,Petrol,Manual,21.56,1462.0,103.25,5.0,4
Maruti Baleno Zeta Automatic,8.5,Individual,26000,First Owner,Petrol,Automatic,21.4,1197.0,83.1,5.0,5
Honda City i DTec VX Option,8.5,Individual,50000,First Owner,Diesel,Manual,26.0,1498.0,98.6,5.0,6
Maruti Ciaz 1.3 Alpha,8.5,Dealer,43000,First Owner,Diesel,Manual,28.09,1248.0,88.5,5.0,5
Maruti Ertiga ZDI Plus,8.5,Dealer,57246,First Owner,Diesel,Manual,25.47,1248.0,88.5,7.0,6
Maruti Baleno Alpha Diesel,8.5,Dealer,34000,First Owner,Diesel,Manual,27.39,1248.0,74.0,5.0,4
Maruti Ertiga SHVS VDI,8.5,Dealer,72447,First Owner,Diesel,Manual,24.52,1248.0,88.5,7.0,6
Toyota Innova 2.5 G (Diesel) 7 Seater,8.5,Dealer,30000,First Owner,Diesel,Manual,12.99,2494.0,100.6,7.0,8
Mahindra XUV500 W8 2WD,8.5,Dealer,85000,First Owner,Diesel,Manual,15.1,2179.0,140.0,7.0,8
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,8.5,Individual,140000,First Owner,Diesel,Manual,12.99,2494.0,100.0,7.0,9
Maruti SX4 S Cross DDiS 200 Zeta,8.5,Individual,70000,First Owner,Diesel,Manual,23.65,1248.0,88.5,5.0,6
Mahindra XUV500 W6 2WD,8.5,Dealer,55424,First Owner,Diesel,Manual,16.0,2179.0,140.0,7.0,7
Maruti Ciaz 1.4 Alpha,8.5,Dealer,65120,First Owner,Petrol,Manual,20.73,1373.0,91.1,5.0,4
Mahindra XUV500 W8 2WD,8.5,Dealer,63516,First Owner,Diesel,Manual,15.1,2179.0,140.0,7.0,7
Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus BSIV,8.5,Individual,60000,First Owner,Diesel,Manual,23.0,1498.0,98.96,5.0,4
Mahindra Thar CRDe,8.5,Individual,30000,First Owner,Diesel,Manual,16.55,2498.0,105.0,6.0,5
Maruti Baleno Alpha Diesel,8.5,Dealer,60000,First Owner,Diesel,Manual,27.39,1248.0,74.0,5.0,4
Honda City i VTEC VX Option,8.5,Dealer,71000,First Owner,Petrol,Manual,17.8,1497.0,117.3,5.0,5
Honda City i-DTEC VX,8.5,Dealer,91000,First Owner,Diesel,Manual,25.6,1498.0,97.9,5.0,5
Maruti Baleno Delta CVT,8.5,Dealer,1001,First Owner,Petrol,Automatic,19.56,1197.0,81.8,5.0,2
Maruti Vitara Brezza ZDi Plus,8.5,Dealer,62000,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,6
Renault Duster 85PS Diesel RxZ,8.5,Dealer,850000,First Owner,Diesel,Manual,19.87,1461.0,83.8,5.0,5
Mahindra XUV500 W4,8.5,Individual,90000,First Owner,Diesel,Manual,15.1,2179.0,140.0,7.0,9
Honda City i DTec V,8.5,Individual,50000,First Owner,Diesel,Manual,26.0,1498.0,98.6,5.0,6
Tata Nexon 1.5 Revotorq XZ Plus,8.5,Individual,90000,First Owner,Diesel,Manual,21.5,1497.0,108.5,5.0,4
Maruti Vitara Brezza ZDi,8.5,Dealer,64500,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,5
Honda WR-V i-VTEC VX,8.5,Individual,20000,First Owner,Petrol,Manual,17.5,1199.0,88.7,5.0,5
Hyundai Verna VTVT 1.6 SX,8.5,Individual,30000,First Owner,Petrol,Manual,17.0,1591.0,121.3,5.0,4
BMW 3 Series 320d Highline,8.5,Dealer,64495,First Owner,Diesel,Automatic,16.07,1995.0,181.0,5.0,13
Honda City i VTEC CVT SV,8.5,Individual,14000,First Owner,Petrol,Automatic,18.0,1497.0,117.3,5.0,6
Honda City i VTEC CVT VX,8.5,Dealer,28000,First Owner,Petrol,Automatic,18.0,1497.0,117.3,5.0,6
Toyota Innova 2.5 G (Diesel) 8 Seater,8.5,Individual,200000,First Owner,Diesel,Manual,12.99,2494.0,100.6,8.0,7
Toyota Innova 2.5 GX (Diesel) 8 Seater,8.5,Dealer,42000,First Owner,Diesel,Manual,12.99,2494.0,100.6,8.0,9
Maruti Vitara Brezza ZDi Plus,8.5,Individual,26000,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,5
Mahindra Thar CRDe,8.5,Individual,25000,First Owner,Diesel,Manual,16.55,2498.0,105.0,6.0,4
Hyundai Creta 1.4 CRDi S,8.5,Dealer,98921,First Owner,Diesel,Manual,21.38,1396.0,88.7,5.0,6
Hyundai Creta 1.6 CRDi SX,8.5,Dealer,90000,First Owner,Diesel,Manual,19.67,1582.0,126.2,5.0,7
Hyundai Creta 1.6 CRDi AT SX Plus,8.5,Individual,120000,First Owner,Diesel,Automatic,17.01,1582.0,126.2,5.0,7
Honda Jazz VX CVT,8.5,Dealer,14609,First Owner,Petrol,Automatic,18.2,1199.0,88.7,5.0,4
Ford Ecosport 2015-2021 1.5 Diesel Titanium BSIV,8.5,Dealer,25000,First Owner,Diesel,Manual,23.0,1498.0,98.96,5.0,4
Toyota Innova 2.5 G4 Diesel 8-seater,8.5,Dealer,69000,First Owner,Diesel,Manual,12.8,2494.0,102.0,8.0,13
Mahindra XUV500 W10 2WD,8.5,Individual,120000,First Owner,Diesel,Manual,16.0,2179.0,140.0,7.0,7
Mahindra Ssangyong Rexton RX6,8.5,Dealer,165000,First Owner,Diesel,Manual,12.4,2696.0,162.0,7.0,8
Maruti SX4 S Cross DDiS 200 Zeta,8.5,Dealer,68390,First Owner,Diesel,Manual,23.65,1248.0,88.5,5.0,5
Volkswagen Polo 2015-2019 1.5 TDI Highline,8.5,Individual,25000,First Owner,Diesel,Manual,20.14,1498.0,88.0,5.0,4
Hyundai Verna CRDi 1.6 SX,8.5,Dealer,40728,First Owner,Diesel,Manual,22.0,1582.0,126.2,5.0,5
Hyundai Verna 1.6 CRDI SX Option,8.5,Dealer,32615,First Owner,Diesel,Manual,23.9,1582.0,126.2,5.0,6
Volkswagen Jetta 2.0L TDI Comfortline,8.5,Dealer,141000,First Owner,Diesel,Manual,19.33,1968.0,138.03,5.0,8
Maruti Vitara Brezza ZDi,8.5,Dealer,48622,First Owner,Diesel,Manual,24.3,1248.0,88.5,5.0,4
Hyundai Verna CRDi 1.6 E,8.5,Individual,20100,First Owner,Diesel,Manual,22.0,1582.0,126.2,5.0,4
Honda WR-V i-DTEC VX,8.5,Dealer,59934,First Owner,Diesel,Manual,25.5,1498.0,98.6,5.0,5
Hyundai i20 Active 1.4 SX,8.5,Individual,70000,First Owner,Diesel,Manual,21.19,1396.0,88.73,5.0,5
